EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 07-12-2020
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 RR   : precipitation amount in 0.1 mm
30-34 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 105238) of GREECE, CHANIA (STAID: 754)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   RR, Q_RR
   754,105238,19590108,    2,    0
   754,105238,19590109,    0,    0
   754,105238,19590110,   71,    0
   754,105238,19590111,   11,    0
   754,105238,19590112,    0,    0
   754,105238,19590113,    0,    0
   754,105238,19590114,    4,    0
   754,105238,19590115,    0,    0
   754,105238,19590116,   18,    0
   754,105238,19590117,   71,    0
   754,105238,19590118,  199,    0
   754,105238,19590119,   32,    0
   754,105238,19590120,    0,    0
   754,105238,19590121,    0,    0
   754,105238,19590122,    0,    0
   754,105238,19590123,    0,    0
   754,105238,19590124,    0,    0
   754,105238,19590125,    0,    0
   754,105238,19590126,  143,    0
   754,105238,19590127,  487,    0
   754,105238,19590128,  294,    0
   754,105238,19590129,   63,    0
   754,105238,19590130,    7,    0
   754,105238,19590131,   29,    0
   754,105238,19590201,    0,    0
   754,105238,19590202,    0,    0
   754,105238,19590203,    0,    0
   754,105238,19590204,   17,    0
   754,105238,19590205,    0,    0
   754,105238,19590206,    0,    0
   754,105238,19590207,   10,    0
   754,105238,19590208,    3,    0
   754,105238,19590209,    3,    0
   754,105238,19590210,   74,    0
   754,105238,19590211,  297,    0
   754,105238,19590212,   38,    0
   754,105238,19590213,   54,    0
